title,description,keywords,cluster,x,y
Email Marketing Specialist,"Implement and manage marketing automation tools, workflows, and campaigns to streamline marketing efforts.","implement, streamline, manage, campaigns, automation",-1,-3.406053,12.539703
Business Analyst,"IT Business Analysts bridge the gap between business needs and technology solutions. They analyze business processes, gather requirements, and create solutions that align with organizational goals.","bridge, gap, processes, requirements, analysts",100,-18.857677,-3.724055
Business Analyst,"Data Business Analysts focus on data-related projects. They collect and analyze data, identify trends, and provide insights to support data-driven decision-making within the organization.","collect, provide, focus, trends, analysts",143,6.6200347,19.08844
UX/UI Designer,"User Experience Designers create intuitive and user-friendly digital interfaces. They conduct user research, design prototypes, and work to enhance the overall user experience of websites and applications.","overall, websites, conduct, intuitive, create",82,2.6453636,27.05919
Paralegal,"Assist in litigation cases, including document preparation, legal research, and trial support.","including, preparation, assist, document, litigation",91,18.332222,-17.997513
Business Development Manager,"A Strategic Partnerships Manager identifies and develops strategic partnerships and alliances that benefit the organization, fostering collaborations and driving mutual success.","identifies, driving, benefit, manager, collaborations",-1,24.989584,23.925694
Social Worker,"Work with at-risk children and families, assess needs, provide support, and ensure child safety and well-being.","provide, assess, work, children, safety",-1,16.051237,-18.136312
UX/UI Designer,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,"specialize, considering, responses, digital, interfaces",24,-1.3119704,12.958179
Social Media Coordinator,"Create engaging and relevant content, such as articles, videos, or social media posts, to promote brands or products.","relevant, create, brands, articles, engaging",135,2.6793456,30.987246
Marketing Director,"Digital Marketing Directors lead digital marketing efforts. They develop and execute digital strategies, oversee campaigns, and measure performance to achieve marketing goals.","execute, measure, campaigns, digital, directors",139,4.424681,9.88076
Nurse Manager,"Clinical Nurse Managers lead and supervise nursing staff in clinical settings. They coordinate patient care, manage resources, and support nursing teams in providing safe and effective patient treatment.","safe, coordinate, settings, supervise, nursing",111,14.715749,-15.651806
Database Administrator,"A Database Developer designs, develops, and maintains databases. They create efficient data structures, write queries, and ensure data security and integrity.","ensure, efficient, structures, developer, database",131,-22.826689,-12.621496
Financial Analyst,"Budget Analysts manage and analyze financial data to develop, monitor, and report on budgets. They work with departments to ensure budget compliance, identify cost-saving opportunities, and provide financial insights to support strategic planning and decision-making.","provide, monitor, saving, strategic, departments",-1,4.2142997,-12.302869
Marketing Coordinator,"Digital Marketing Coordinators manage online marketing efforts, including social media, email marketing, and SEO, to drive digital engagement and growth.","drive, online, engagement, seo, coordinators",44,19.474598,24.188606
